Date,Lo-3Prior,7-Hi Prior,ValueLo30,ValueMed40,ValueHi30,SizeLo30,SizeMed40,SizeHi30,Mkt_RF,SMB,HML,RF,WML,Mkt,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR,Big_Small_Hi_Lo_Spread
3/31/1936,-0.01,0.03,0.0261,0.0015,-0.0072,0.0156,0.0245,0.0087,0.0099,0.0066,-0.0166,0.0002,0.0173,0.0101,0.0063,0.0071,0.0262,-0.0054,0.0171,0.0094,0.01735
4/30/1936,-0.05,-0.12,-0.0724,-0.0857,-0.1109,-0.1703,-0.1121,-0.0757,-0.0814,-0.0603,-0.0208,0.0002,-0.0783,-0.0812,-0.0766,-0.1438,-0.1694,-0.0473,-0.0839,-0.1112,-0.07835
5/31/1936,0.04,0.07,0.0506,0.0513,0.0688,0.0456,0.0551,0.0521,0.0519,0.0081,0.0263,0.0002,0.0237,0.0521,0.0392,0.0515,0.0695,0.0427,0.0554,0.0599,0.02375
6/30/1936,0.02,0.02,0.0357,0.0205,0.0003,-0.0167,0.0031,0.0281,0.024,-0.0325,-0.012,0.0003,0.0045,0.0243,-0.0051,-0.0017,-0.0112,0.0238,0.0224,0.0389,0.0045
7/31/1936,0.03,0.10,0.06,0.0626,0.1194,0.0762,0.09,0.0643,0.0667,0.0114,0.0256,0.0001,0.029,0.0668,0.0875,0.083,0.0971,0.0252,0.084,0.0736,0.029
8/31/1936,0.00,0.00,0.003,0.0085,0.0434,0.0108,0.0296,0.0081,0.0099,0.0072,0.0399,0.0002,0.0061,0.0101,0.0134,0.0198,0.0257,0.0033,0.0148,0.0032,0.0061
9/30/1936,0.01,0.02,0.0095,0.0127,0.0081,0.0434,0.0285,0.0081,0.0098,0.0307,0.0088,0.0001,0.0127,0.0099,0.0275,0.0412,0.0433,0.0097,0.0053,0.0193,0.0127
10/31/1936,0.05,0.09,0.0637,0.0869,0.0845,0.0665,0.0544,0.0748,0.0712,-0.0239,0.0252,0.0002,0.0099,0.0714,0.0648,0.0729,0.0492,0.0524,0.0745,0.0877,0.00985
11/30/1936,0.03,0.03,0.0353,0.0342,0.007,0.1203,0.0755,0.0268,0.0327,0.0901,-0.0092,0.0001,0.0211,0.0328,0.0771,0.1125,0.1217,0.0356,0.0252,0.0332,0.0211
12/31/1936,-0.01,0.02,-0.0176,0.0241,0.0174,0.0342,0.0318,-0.002,0.0021,0.0361,0.0396,0,0.0211,0.0021,0.0281,0.0522,0.0429,-0.0097,-0.0051,0.0178,0.02115
1/31/1937,0.04,0.03,0.0372,0.0164,0.067,0.1146,0.0617,0.029,0.0335,0.0431,0.0261,0.0001,-0.0185,0.0336,0.1117,0.0932,0.0712,0.0338,0.0281,0.0372,-0.01855
2/28/1937,0.00,0.03,-0.0015,0.0086,0.0684,0.0468,0.0282,0.0089,0.0109,0.0123,0.0505,0.0002,0.0298,0.0111,0.0299,0.0372,0.0464,-0.0016,-0.0007,0.0415,0.0298
3/31/1937,-0.02,0.03,-0.0176,-0.002,0.0565,0.0022,0.0049,-0.0042,-0.0027,-0.0178,0.0639,0.0001,0.0281,-0.0026,-0.0175,-0.0089,-0.0008,-0.0142,-0.0095,0.0252,0.02805
4/30/1937,-0.08,-0.10,-0.0689,-0.0639,-0.1105,-0.1387,-0.0917,-0.0698,-0.0736,-0.0377,-0.0361,0.0003,-0.0371,-0.0733,-0.0965,-0.0969,-0.124,-0.068,-0.0555,-0.1148,-0.03715
5/31/1937,-0.01,-0.01,0.0023,-0.0073,-0.031,-0.0364,-0.0196,-0.0051,-0.0083,-0.0066,-0.0349,0.0006,0.0051,-0.0077,-0.034,-0.0139,-0.0226,-0.0027,-0.0099,-0.004,0.00505
6/30/1937,-0.04,-0.05,-0.0422,-0.0295,-0.0776,-0.107,-0.0676,-0.0374,-0.0421,-0.0365,-0.0321,0.0003,0.0068,-0.0418,-0.0985,-0.072,-0.0938,-0.0393,-0.0439,-0.0304,0.0068
7/31/1937,0.10,0.10,0.0925,0.0801,0.1096,0.1049,0.0927,0.0888,0.0891,0.0085,0.0082,0.0003,-0.004,0.0894,0.1217,0.0904,0.1083,0.0946,0.0794,0.1,-0.004
8/31/1937,-0.06,-0.06,-0.0422,-0.0461,-0.076,-0.0559,-0.0504,-0.049,-0.0486,0.0042,-0.0225,0.0002,-0.0179,-0.0484,-0.0433,-0.0401,-0.0613,-0.0457,-0.0405,-0.0634,-0.01785
9/30/1937,-0.13,-0.19,-0.1259,-0.1275,-0.1956,-0.2275,-0.2009,-0.1269,-0.1361,-0.0689,-0.0457,0.0004,-0.0714,-0.1357,-0.2023,-0.1975,-0.2628,-0.1068,-0.113,-0.1892,-0.07145
10/31/1937,-0.08,-0.11,-0.1019,-0.0768,-0.1407,-0.1048,-0.1102,-0.0943,-0.0961,0.0045,-0.0162,0.0002,-0.0156,-0.0959,-0.1029,-0.1016,-0.1096,-0.0874,-0.0883,-0.1119,-0.0156
11/30/1937,-0.05,-0.09,-0.0881,-0.0786,-0.0844,-0.1335,-0.1054,-0.0794,-0.0831,-0.0365,0.002,0.0002,-0.0097,-0.0829,-0.1281,-0.1102,-0.1108,-0.0397,-0.092,-0.0763,-0.00965
12/31/1937,-0.10,-0.02,-0.0436,-0.0314,-0.0716,-0.1414,-0.1052,-0.0354,-0.0424,-0.0776,-0.0039,0,0.047,-0.0424,-0.1452,-0.1201,-0.1024,-0.0698,-0.0628,-0.0185,0.04705
1/31/1938,0.04,0.00,0.0139,-0.0012,-0.0033,0.0616,0.0337,0.0013,0.0049,0.0497,-0.016,0,-0.0144,0.0049,0.0721,0.0433,0.0395,-0.0082,0.0215,-0.0042,-0.0143
2/28/1938,0.08,0.06,0.0643,0.0539,0.059,0.0465,0.0639,0.0582,0.0584,0.0035,-0.0202,0,-0.0308,0.0584,0.0798,0.0807,0.041,0.0747,0.0717,0.052,-0.03075
3/31/1938,-0.39,-0.23,-0.2367,-0.2268,-0.3031,-0.3019,-0.2727,-0.2342,-0.2382,-0.0424,-0.0352,-0.0001,0.1575,-0.2383,-0.3699,-0.2993,-0.2261,-0.3821,-0.2891,-0.211,0.15745
4/30/1938,0.24,0.14,0.1398,0.1463,0.1619,0.2101,0.1784,0.1403,0.1451,0.0637,0.0018,0.0001,-0.0888,0.1452,0.2754,0.2163,0.181,0.2137,0.1703,0.1306,-0.08875
5/31/1938,-0.09,-0.04,-0.0364,-0.0378,-0.0601,-0.0753,-0.0676,-0.0355,-0.0383,-0.0247,-0.0028,0,0.0713,-0.0383,-0.1017,-0.0811,-0.03,-0.0946,-0.0694,-0.0236,0.07135
6/30/1938,0.43,0.22,0.2585,0.2121,0.2983,0.2855,0.295,0.2353,0.2387,0.0405,0.003,0,-0.2486,0.2387,0.4064,0.3689,0.163,0.4379,0.3513,0.1842,-0.24855
7/31/1938,0.13,0.07,0.0689,0.0769,0.1012,0.1569,0.1229,0.0677,0.0734,0.0666,0.0218,-0.0001,-0.0644,0.0733,0.1674,0.1405,0.1011,0.1113,0.1143,0.0487,-0.06445
8/31/1938,-0.06,-0.02,-0.005,-0.0601,-0.0581,-0.088,-0.0522,-0.0234,-0.0267,-0.0244,-0.0472,0,0.0395,-0.0267,-0.0888,-0.0656,-0.0317,-0.047,-0.0203,-0.025,0.03955
9/30/1938,-0.02,0.01,0.0131,0.0043,-0.0124,-0.0323,-0.015,0.011,0.0081,-0.0272,-0.0162,0.0002,0.0253,0.0083,-0.0316,-0.0241,-0.0079,-0.0148,0.01,0.0122,0.02535
10/31/1938,0.18,0.07,0.0703,0.0763,0.1458,0.1833,0.1382,0.071,0.078,0.0583,0.0501,0.0001,-0.077,0.0781,0.1936,0.1563,0.1349,0.163,0.0674,0.0677,-0.077
11/30/1938,-0.07,-0.01,-0.0118,-0.0218,-0.0332,-0.0552,-0.0329,-0.0151,-0.0172,-0.0256,-0.0123,-0.0006,0.0313,-0.0178,-0.0577,-0.0432,-0.0315,-0.0491,-0.0165,-0.0128,0.03125
12/31/1938,0.04,0.05,0.0342,0.0443,0.078,0.0122,0.054,0.0403,0.0419,-0.018,0.005,0,0.0205,0.0419,0.0046,0.0372,0.0583,0.0533,0.0401,0.0405,0.02045
1/31/1939,-0.05,-0.07,-0.053,-0.0631,-0.109,-0.094,-0.0851,-0.0565,-0.0596,-0.0156,-0.0392,-0.0001,-0.0305,-0.0597,-0.064,-0.0936,-0.0944,-0.0411,-0.0635,-0.0718,-0.03055
2/28/1939,0.01,0.05,0.0336,0.0326,0.0681,0.041,0.0506,0.0333,0.0351,0.0063,0.0295,0.0001,0.0325,0.0352,0.0313,0.0401,0.0666,0.0215,0.0288,0.0513,0.03255
3/31/1939,-0.14,-0.13,-0.0996,-0.1392,-0.2157,-0.2094,-0.1943,-0.1106,-0.1199,-0.0476,-0.0829,-0.0001,-0.0148,-0.12,-0.1789,-0.1949,-0.2032,-0.1297,-0.104,-0.1351,-0.01485
4/30/1939,0.00,0.00,-0.0014,-0.0004,-0.025,0.0129,-0.0021,-0.0032,-0.0018,0.0166,-0.003,0,0.027,-0.0018,-0.0189,0.003,0.0255,-0.0037,-0.0046,0.0059,0.027
5/31/1939,0.05,0.08,0.0696,0.058,0.0936,0.0858,0.1022,0.0648,0.068,0.0281,0.0047,0.0001,0.0356,0.0681,0.0815,0.0961,0.1173,0.041,0.0613,0.0763,0.03555
6/30/1939,-0.08,-0.05,-0.0445,-0.0663,-0.1128,-0.0944,-0.0801,-0.0502,-0.0531,-0.0102,-0.0541,0.0001,0.0196,-0.053,-0.1024,-0.0898,-0.0809,-0.0651,-0.052,-0.0474,0.0196
7/31/1939,0.13,0.10,0.114,0.0875,0.1372,0.1338,0.1561,0.0967,0.1024,0.0432,-0.0003,0,-0.0057,0.1024,0.1428,0.158,0.161,0.1257,0.1009,0.096,-0.00575
8/31/1939,-0.13,-0.06,-0.0642,-0.0616,-0.112,-0.131,-0.1161,-0.0615,-0.0668,-0.0461,-0.0242,-0.0001,0.059,-0.0669,-0.1393,-0.1195,-0.0896,-0.1217,-0.0742,-0.0534,0.059
9/30/1939,0.43,0.10,0.1398,0.1773,0.4323,0.565,0.3138,0.1517,0.1688,0.2023,0.2222,0.0001,-0.3035,0.1689,0.6107,0.4041,0.2574,0.3406,0.2127,0.087,-0.30345
10/31/1939,-0.05,0.02,0.0004,-0.0081,-0.0443,-0.0506,-0.0059,-0.0045,-0.0053,-0.0001,-0.0489,0,0.0648,-0.0053,-0.048,-0.0016,0.0246,-0.0394,-0.0198,0.0175,0.06475
11/30/1939,-0.06,-0.04,-0.0272,-0.0392,-0.1035,-0.1317,-0.0797,-0.0305,-0.0362,-0.0507,-0.0646,0,-0.0022,-0.0362,-0.0738,-0.0995,-0.0931,-0.0472,-0.0322,-0.0323,-0.0022
12/31/1939,0.00,0.05,0.036,0.0239,0.009,-0.0005,0.0385,0.0299,0.0303,0.0079,-0.0406,0,0.054,0.0303,-0.0065,0.0208,0.0579,-0.0022,0.032,0.0415,0.05405
1/31/1940,-0.03,-0.01,-0.022,-0.0248,-0.0472,-0.0267,-0.0236,-0.0239,-0.0241,0.0024,-0.0077,0,0.0174,-0.0241,-0.0305,-0.0216,-0.0171,-0.0291,-0.0374,-0.0076,0.01745
2/29/1940,0.00,0.02,0.013,0.0147,0.018,0.049,0.0325,0.0122,0.0144,0.0251,-0.0032,0,0.0181,0.0144,0.0331,0.0372,0.0443,-0.0065,0.0131,0.0184,0.01805
3/31/1940,0.03,0.02,0.0242,0.0152,0.0226,0.0341,0.0316,0.0191,0.0205,0.0125,-0.0127,0,-0.0036,0.0205,0.0219,0.0372,0.0245,0.0301,0.0186,0.0202,-0.00365
4/30/1940,-0.02,0.02,-0.0003,0.0025,0.0098,0.0548,0.023,-0.001,0.0022,0.0392,-0.0013,0,0.0333,0.0022,0.0087,0.0112,0.0441,-0.0164,0.0008,0.0148,0.0333
5/31/1940,-0.27,-0.24,-0.2219,-0.211,-0.2625,-0.3075,-0.281,-0.212,-0.2195,-0.0666,-0.0369,-0.0002,0.0286,-0.2197,-0.2905,-0.2879,-0.2733,-0.2626,-0.2043,-0.2226,0.0286
6/30/1940,0.07,0.06,0.0494,0.0811,0.1017,0.0557,0.0705,0.067,0.0667,-0.0213,0.0463,0,-0.0214,0.0667,0.0756,0.0601,0.0687,0.0649,0.0757,0.0288,-0.0215
7/31/1940,0.03,0.03,0.034,0.0314,0.033,0.0269,0.0475,0.0304,0.0316,0.0101,-0.0074,0.0001,0.0085,0.0317,0.0291,0.0359,0.0526,0.0404,0.0278,0.0338,0.00845
8/31/1940,0.05,0.02,0.0219,0.0186,0.0325,0.0299,0.0258,0.0214,0.0219,-0.0011,0.0056,-0.0001,-0.0161,0.0218,0.0243,0.0255,0.0288,0.0446,0.0268,0.008,-0.01605
9/30/1940,0.02,0.02,0.0318,0.014,0.0167,0.0414,0.0407,0.0222,0.0239,0.0322,-0.0113,0,-0.0026,0.0239,0.0511,0.0427,0.0461,0.0242,0.0226,0.0239,-0.00265
10/31/1940,0.09,0.02,0.0094,0.0632,0.0782,0.0548,0.0545,0.0276,0.0302,0.0028,0.0464,0,-0.0653,0.0302,0.0774,0.0442,0.0398,0.0984,0.048,0.0053,-0.06535
11/30/1940,-0.02,-0.02,-0.0188,-0.0123,-0.0057,0.0052,0.0026,-0.0182,-0.0161,0.0194,0.0012,0,0.0133,-0.0161,-0.0073,0.0143,0.0206,-0.0123,-0.0219,-0.0136,0.0133
12/31/1940,-0.01,0.01,0.0057,0.0087,-0.0018,-0.0258,-0.005,0.0087,0.0069,-0.0215,-0.0089,0,0.0346,0.0069,-0.0464,-0.0126,0.0166,0.0054,0.0075,0.0116,0.0346
1/31/1941,-0.01,-0.05,-0.0503,-0.0378,-0.0134,-0.0087,-0.0381,-0.0424,-0.0417,0.01,0.0383,-0.0001,-0.0472,-0.0418,0.0262,-0.0188,-0.0371,-0.0175,-0.0478,-0.0485,-0.04715
2/28/1941,-0.02,-0.01,-0.0161,-0.0151,-0.0076,-0.0202,-0.0208,-0.0137,-0.0143,-0.0157,0.0089,-0.0001,0.0091,-0.0144,-0.037,-0.0143,-0.0223,-0.0171,-0.0135,-0.0136,0.0091
3/31/1941,-0.01,0.01,0.0054,0.0121,0.0344,0.0294,0.0093,0.0081,0.0084,0.001,0.0304,0.0001,0.0243,0.0085,0.0048,0.0169,0.0283,-0.009,0.0074,0.0162,0.02435
4/30/1941,-0.09,-0.05,-0.0651,-0.0461,-0.025,-0.0577,-0.0588,-0.0541,-0.0546,-0.0169,0.0341,-0.0001,0.0303,-0.0547,-0.073,-0.0683,-0.0427,-0.0788,-0.0531,-0.0485,0.0303
5/31/1941,0.00,0.01,0.0096,0.0252,0.0225,0.0152,0.0117,0.0143,0.0139,-0.0066,0.006,0,0.0246,0.0139,0.0058,0.004,0.0253,-0.0108,0.0151,0.0189,0.0246
6/30/1941,0.06,0.05,0.0615,0.0565,0.0378,0.0756,0.0616,0.0578,0.0583,0.0132,0.0059,0,-0.0064,0.0583,0.0695,0.0561,0.0736,0.0628,0.0595,0.0458,-0.00645
7/31/1941,0.07,0.09,0.0384,0.0829,0.1133,0.1622,0.113,0.0523,0.0587,0.057,0.0725,0.0003,-0.0175,0.059,0.1815,0.1099,0.1147,0.0582,0.0419,0.0899,-0.01755
8/31/1941,0.00,-0.01,0.0065,-0.0093,-0.0198,-0.0036,-0.0075,-0.0009,-0.0017,-0.0041,-0.011,0.0001,0.0017,-0.0016,-0.016,-0.0147,0.0009,0.0012,0.0025,-0.0123,0.0017
9/30/1941,0.00,-0.02,-0.0006,-0.0217,-0.0171,-0.0302,-0.0148,-0.0076,-0.0087,-0.0099,-0.0028,0.0001,-0.0157,-0.0086,-0.013,-0.0207,-0.0207,0.0019,-0.01,-0.0219,-0.01575
10/31/1941,-0.08,-0.02,-0.0609,-0.0346,-0.0318,-0.055,-0.0589,-0.0518,-0.0525,-0.0202,0.0163,0,0.0474,-0.0525,-0.072,-0.069,-0.0432,-0.0732,-0.0585,-0.0072,0.0474
11/30/1941,-0.04,0.01,-0.0225,-0.0076,-0.0188,-0.0502,-0.0196,-0.0188,-0.0192,-0.0121,-0.0064,0,0.0404,-0.0192,-0.0478,-0.0264,-0.0181,-0.037,-0.0245,0.0139,0.0403
12/31/1941,-0.07,-0.06,-0.0469,-0.0385,-0.0984,-0.1148,-0.0633,-0.0466,-0.0487,-0.0298,-0.0594,0.0001,0.0028,-0.0486,-0.1093,-0.0829,-0.0891,-0.0601,-0.0307,-0.0748,0.00275
1/31/1942,0.07,0.00,-0.0166,0.0102,0.112,0.1545,0.0651,0.0009,0.0079,0.0752,0.101,0.0002,-0.0358,0.0081,0.1434,0.1108,0.1111,0.0407,-0.0085,0.0014,-0.0358
2/28/1942,-0.01,-0.03,-0.0226,-0.027,-0.0225,-0.0208,-0.0125,-0.0258,-0.0246,0.0172,-0.0113,0.0001,-0.0071,-0.0245,-0.0128,-0.0098,-0.0144,-0.0187,-0.0229,-0.0314,-0.00715
3/31/1942,-0.08,-0.06,-0.0581,-0.0733,-0.0605,-0.0512,-0.0455,-0.068,-0.0658,0.0178,-0.0062,0.0001,-0.0021,-0.0657,-0.0418,-0.0488,-0.037,-0.0606,-0.0704,-0.0694,-0.002
4/30/1942,-0.03,-0.05,-0.0462,-0.0446,-0.0299,-0.0433,-0.0509,-0.0426,-0.0437,-0.006,0.0209,0.0001,-0.0079,-0.0436,-0.0488,-0.0366,-0.0489,-0.0358,-0.0459,-0.0515,-0.0079
5/31/1942,0.09,0.03,0.0732,0.0477,0.008,0.0105,0.0268,0.0639,0.0594,-0.0305,-0.0265,0.0003,-0.0471,0.0597,0.0272,0.0225,-0.0029,0.0815,0.0605,0.0175,-0.04705
6/30/1942,0.03,0.02,0.0302,0.0254,0.0272,0.014,0.0197,0.0281,0.0269,-0.0122,0.0054,0.0002,-0.0132,0.0271,0.032,0.025,0.0147,0.0252,0.0311,0.0162,-0.01315
7/31/1942,0.02,0.05,0.0272,0.0428,0.0713,0.0462,0.0411,0.0346,0.0351,-0.0016,0.024,0.0003,0.0077,0.0354,0.0418,0.0465,0.0506,0.0269,0.0392,0.0335,0.0077
8/31/1942,0.02,0.02,0.0172,0.0179,0.0385,0.0321,0.0212,0.0178,0.018,-0.0009,0.0133,0.0003,-0.0013,0.0183,0.0244,0.0295,0.0227,0.023,0.0162,0.022,-0.00135
9/30/1942,0.04,0.03,0.0261,0.0283,0.04,0.0579,0.0292,0.0255,0.0261,0.0066,0.0239,0.0003,-0.0064,0.0264,0.0449,0.0312,0.0336,0.0321,0.0225,0.0305,-0.00645
10/31/1942,0.11,0.07,0.0535,0.0788,0.1246,0.1177,0.0985,0.0647,0.0682,0.0182,0.0647,0.0003,-0.0401,0.0685,0.1489,0.0874,0.0786,0.0825,0.0607,0.0725,-0.04015
11/30/1942,0.01,-0.01,0.0107,0.0009,-0.0434,-0.0229,-0.0141,0.0038,0.0015,-0.0154,-0.0424,0.0003,-0.0097,0.0018,-0.0316,-0.0085,-0.0203,0.0205,-0.0029,-0.0101,-0.00965
12/31/1942,0.03,0.07,0.0485,0.0581,0.054,0.0204,0.0409,0.053,0.0512,-0.0249,0.0056,0.0003,0.0306,0.0515,0.0174,0.0322,0.0409,0.0302,0.063,0.0679,0.0306
1/31/1943,0.09,0.08,0.0543,0.0836,0.1206,0.221,0.118,0.0647,0.0713,0.0878,0.0823,0.0003,-0.0036,0.0716,0.1847,0.1487,0.1937,0.0782,0.0623,0.0621,-0.00355
2/28/1943,0.08,0.07,0.049,0.0714,0.1236,0.1749,0.0944,0.0564,0.0615,0.0484,0.0651,0.0003,-0.0146,0.0618,0.1538,0.1164,0.1004,0.0475,0.0549,0.0718,-0.01455
3/31/1943,0.06,0.09,0.0423,0.0741,0.1183,0.152,0.1009,0.0541,0.0601,0.0503,0.0548,0.0003,0.0474,0.0604,0.1088,0.1237,0.1535,0.0459,0.0508,0.0959,0.04735
4/30/1943,-0.01,0.05,-0.0012,0.0134,0.0364,0.0674,0.0399,0.0036,0.0081,0.0206,0.0586,0.0003,0.0618,0.0084,0.0024,0.0293,0.0737,-0.003,0.0005,0.0494,0.06185
5/31/1943,0.05,0.09,0.0508,0.0593,0.0841,0.127,0.0781,0.0536,0.0574,0.0441,0.0328,0.0003,0.0561,0.0577,0.0634,0.08,0.1406,0.0473,0.0576,0.0823,0.0561
6/30/1943,0.02,0.01,0.0213,0.0189,0.0009,0.0008,0.009,0.02,0.0182,-0.0106,-0.0074,0.0003,-0.013,0.0185,0.0157,0.0133,-0.003,0.0169,0.0255,0.0097,-0.01295
7/31/1943,-0.04,-0.08,-0.0477,-0.0393,-0.0598,-0.0775,-0.0689,-0.0443,-0.0477,-0.0241,-0.0227,0.0003,-0.0459,-0.0474,-0.0463,-0.0596,-0.1102,-0.0398,-0.0515,-0.0678,-0.04595
8/31/1943,0.01,0.01,0.0148,0.0121,0.0029,-0.007,0.0097,0.0141,0.013,-0.0062,-0.0047,0.0003,0.0071,0.0133,-0.0082,0.0075,0.0068,0.0077,0.0224,0.0069,0.0071
9/30/1943,0.02,0.04,0.0222,0.0275,0.0303,0.0413,0.0344,0.0226,0.024,0.0128,0.0143,0.0003,0.0178,0.0243,0.022,0.0376,0.0501,0.0194,0.0277,0.0268,0.01775
10/31/1943,-0.01,-0.01,-0.0143,-0.009,0.0045,-0.0032,-0.003,-0.0117,-0.0115,0.0058,0.0165,0.0003,-0.0053,-0.0112,0.0091,-0.0047,0.0009,-0.0071,-0.0149,-0.0094,-0.00525
11/30/1943,-0.06,-0.10,-0.048,-0.067,-0.0951,-0.1033,-0.0842,-0.0552,-0.0591,-0.0164,-0.0404,0.0003,-0.0472,-0.0588,-0.079,-0.0871,-0.1131,-0.0488,-0.0552,-0.1092,-0.04725
12/31/1943,0.05,0.12,0.057,0.0722,0.0802,0.1114,0.099,0.0595,0.0636,0.0334,0.0322,0.0003,0.0599,0.0639,0.0937,0.0913,0.1282,0.0468,0.0754,0.1322,0.05995
1/31/1944,0.01,0.03,0.0089,0.0187,0.0495,0.0594,0.0364,0.0149,0.0174,0.0256,0.0217,0.0003,0.0097,0.0177,0.0463,0.0473,0.0604,0.0133,0.0196,0.0185,0.00965
2/29/1944,0.00,0.00,0.0008,0.008,0.0213,0.0222,0.0079,0.0034,0.0037,-0.001,0.0083,0.0003,0.0034,0.004,0.0128,0.0173,0.0184,-0.0022,0.0097,-0.0011,0.00335
3/31/1944,0.02,0.05,0.022,0.0266,0.041,0.058,0.0393,0.0226,0.0246,0.0171,0.0343,0.0002,0.0261,0.0248,0.0367,0.0354,0.0629,0.0177,0.0244,0.0436,0.02605
4/30/1944,-0.02,-0.02,-0.0141,-0.0196,-0.0198,-0.0359,-0.0284,-0.0147,-0.0169,-0.0135,-0.0113,0.0003,0.0052,-0.0166,-0.0364,-0.026,-0.0324,-0.0193,-0.0147,-0.0129,0.0052
5/31/1944,0.04,0.06,0.0463,0.0521,0.0572,0.0704,0.0689,0.0474,0.0507,0.0167,0.0102,0.0003,0.0207,0.051,0.0607,0.066,0.0762,0.0384,0.051,0.0643,0.0207
6/30/1944,0.11,0.05,0.0503,0.0555,0.0791,0.129,0.0938,0.0498,0.0549,0.0404,0.0182,0.0003,-0.0522,0.0552,0.1549,0.0919,0.0739,0.0738,0.0477,0.0505,-0.05215
7/31/1944,-0.02,-0.02,-0.0161,-0.0144,-0.0093,-0.0164,-0.0118,-0.0149,-0.0149,0.0055,-0.0043,0.0003,0.0019,-0.0146,-0.0138,-0.0079,-0.0112,-0.0148,-0.0156,-0.0136,0.0019
8/31/1944,0.00,0.05,0.0145,0.0151,0.0125,0.0314,0.0316,0.0136,0.0157,0.0241,-0.0163,0.0003,0.0468,0.016,0.0169,0.0282,0.066,0.0048,0.0215,0.0495,0.0469
9/30/1944,0.00,-0.01,0.0036,-0.0024,-0.0025,0.0041,-0.0007,0.0004,0.0001,0.0047,-0.0121,0.0002,-0.0108,0.0003,0.0021,0.0082,-0.0076,0.0021,-0.001,-0.0097,-0.01075
10/31/1944,0.01,-0.02,-0.0006,0.0081,-0.0014,0.0041,-0.0056,0.0028,0.0016,-0.0014,-0.0034,0.0003,-0.0124,0.0019,-0.0078,0.0063,-0.002,0.0114,-0.0056,-0.0191,-0.01235
11/30/1944,0.01,0.03,0.0116,0.0231,0.0324,0.0335,0.0185,0.0169,0.0171,0.0037,0.0231,0.0003,0.0128,0.0174,0.0219,0.0209,0.0346,0.0133,0.0197,0.0261,0.01275
12/31/1944,0.03,0.09,0.0258,0.0472,0.0983,0.0798,0.0712,0.0355,0.0403,0.0224,0.0591,0.0002,0.0336,0.0405,0.0809,0.0704,0.0793,0.0284,0.0453,0.0972,0.0336
1/31/1945,0.02,0.03,0.0088,0.0323,0.0352,0.0568,0.0351,0.0178,0.0201,0.0244,0.0071,0.0003,0.0004,0.0204,0.0509,0.0375,0.0565,0.0197,0.0177,0.0149,0.0004
2/28/1945,0.05,0.09,0.0519,0.064,0.1007,0.0926,0.0864,0.0584,0.0623,0.0156,0.044,0.0002,0.0303,0.0625,0.0837,0.0865,0.1128,0.0534,0.0639,0.0849,0.0303
3/31/1945,-0.03,-0.06,-0.0323,-0.0456,-0.0496,-0.0708,-0.053,-0.0358,-0.0389,-0.0161,-0.0178,0.0002,-0.0328,-0.0387,-0.0328,-0.0587,-0.0719,-0.0307,-0.0431,-0.0572,-0.0328
4/30/1945,0.07,0.11,0.0678,0.0813,0.1073,0.0879,0.0961,0.0759,0.078,0.0032,0.0321,0.0003,0.0479,0.0783,0.0634,0.0911,0.1104,0.0672,0.0914,0.1161,0.04795
5/31/1945,0.02,0.02,0.0203,0.0115,0.018,0.0398,0.0272,0.0155,0.0173,0.0151,0.0035,0.0003,0.0011,0.0176,0.0344,0.0302,0.034,0.0185,0.011,0.021,0.00105
6/30/1945,0.00,0.05,-0.011,0.0089,0.0399,0.0613,0.0341,-0.0018,0.0039,0.031,0.0432,0.0002,0.0411,0.0041,0.0355,0.0279,0.0561,-0.0052,-0.0009,0.0564,0.0411
7/31/1945,-0.02,-0.05,-0.015,-0.0195,-0.0462,-0.0381,-0.034,-0.019,-0.0217,-0.0146,-0.0271,0.0003,-0.0262,-0.0214,-0.0309,-0.0347,-0.0486,-0.0159,-0.0148,-0.0506,-0.0262
8/31/1945,0.06,0.05,0.0856,0.0465,0.0295,0.0659,0.0697,0.0612,0.062,0.0161,-0.044,0.0003,-0.014,0.0623,0.0583,0.084,0.053,0.0624,0.0691,0.0397,-0.014
9/30/1945,0.05,0.07,0.0464,0.0458,0.0582,0.066,0.0677,0.0446,0.0477,0.0171,0.0048,0.0003,0.014,0.048,0.066,0.0738,0.0582,0.0394,0.0479,0.0753,0.01405
10/31/1945,0.04,0.05,0.0251,0.0512,0.0574,0.08,0.0554,0.0355,0.0389,0.0246,0.0225,0.0003,0.0025,0.0392,0.0715,0.0805,0.0587,0.0336,0.0377,0.0513,0.00245
11/30/1945,0.04,0.10,0.0315,0.0613,0.0965,0.1146,0.0909,0.0463,0.0539,0.0416,0.0434,0.0002,0.0426,0.0541,0.0969,0.1026,0.1088,0.0336,0.0594,0.1068,0.04255
12/31/1945,0.01,0.03,0.0187,0.013,-0.0018,0.0317,0.0284,0.009,0.012,0.0212,-0.0232,0.0003,0.0125,0.0123,0.0323,0.0248,0.021,0.0077,0.0078,0.044,0.0125
1/31/1946,0.05,0.09,0.0626,0.0525,0.0844,0.1257,0.0863,0.0567,0.0624,0.0402,0.0221,0.0003,0.0376,0.0627,0.0749,0.1137,0.1126,0.0457,0.0779,0.0832,0.0376
